"LINESTOPID","STOPSEQUENCE","ORIENTATION","LINEID","STOPID","PLANVERSIONID","LINEVARIANT","REGISTERDATE","LINEVARIANTTYPE","PLANVERSIONID","ACTIVATIONDATE","CREATIONDATE"
1455343,5,1,2121,516085,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455344,6,1,2121,515146,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455345,7,1,2121,515141,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455346,8,1,2121,515025,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455347,9,1,2121,515041,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455348,10,1,2121,515042,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455349,11,1,2121,515043,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455350,12,1,2121,515044,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455351,13,1,2121,515045,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455352,14,1,2121,515009,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455353,15,1,2121,515019,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455354,16,1,2121,515011,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455355,17,1,2121,515015,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455356,18,1,2121,515020,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455357,19,1,2121,515013,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455358,20,1,2121,515021,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455359,21,1,2121,502600,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455360,22,1,2121,514379,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455361,23,1,2121,514415,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455362,24,1,2121,514076,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455363,25,1,2121,514377,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455364,26,1,2121,514443,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455365,27,1,2121,514384,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455366,28,1,2121,514373,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455367,29,1,2121,514431,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455368,30,1,2121,514371,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455369,31,1,2121,514381,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455370,32,1,2121,514368,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455371,33,1,2121,514369,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455372,34,1,2121,500152,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455373,35,1,2121,514401,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455374,36,1,2121,514157,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455375,37,1,2121,514080,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455376,38,1,2121,514082,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455377,39,1,2121,514095,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455378,40,1,2121,514096,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455379,41,1,2121,514098,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455380,42,1,2121,514099,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455381,43,1,2121,514113,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455382,44,1,2121,513141,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455383,45,1,2121,513142,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455384,46,1,2121,513143,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455385,47,1,2121,513144,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455386,48,1,2121,513150,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455387,49,1,2121,513151,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455388,50,1,2121,513152,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455389,51,1,2121,513153,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455390,52,1,2121,513163,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455391,53,1,2121,513165,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455392,54,1,2121,504008,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455393,55,1,2121,500202,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455394,56,1,2121,513040,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455395,57,1,2121,513211,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455396,58,1,2121,513032,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455397,59,1,2121,513251,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455398,60,1,2121,513253,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455399,61,1,2121,513257,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455400,62,1,2121,512003,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455401,63,1,2121,513259,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455402,64,1,2121,513261,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455403,65,1,2121,512017,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455404,66,1,2121,512209,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455405,67,1,2121,512018,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455406,68,1,2121,513262,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455407,69,1,2121,513260,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455408,70,1,2121,512004,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455409,71,1,2121,512200,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455410,72,1,2121,513258,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455411,73,1,2121,500100,241,22,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455412,1,0,2121,504015,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455413,2,0,2121,513006,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455414,3,0,2121,513007,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455415,4,0,2121,513008,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455416,5,0,2121,513009,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455417,6,0,2121,513158,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455418,7,0,2121,513159,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455419,8,0,2121,513160,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455420,9,0,2121,513161,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455421,10,0,2121,513162,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455422,11,0,2121,514097,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455423,12,0,2121,514218,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455424,13,0,2121,514152,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455425,14,0,2121,514153,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455426,15,0,2121,514154,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455427,16,0,2121,514155,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455428,17,0,2121,514156,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455429,18,0,2121,514365,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455430,19,0,2121,500151,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455431,20,0,2121,514401,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455432,21,0,2121,514382,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455433,22,0,2121,514367,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455434,23,0,2121,514400,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455435,24,0,2121,514370,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455436,25,0,2121,514417,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455437,26,0,2121,514372,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455438,27,0,2121,514541,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455439,28,0,2121,514374,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455440,29,0,2121,514376,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455441,30,0,2121,514278,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455442,31,0,2121,502601,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455443,32,0,2121,515012,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455444,33,0,2121,515237,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455445,34,0,2121,515238,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455446,35,0,2121,515014,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455447,36,0,2121,515010,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455448,37,0,2121,515018,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455449,38,0,2121,515022,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455450,39,0,2121,515023,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455451,40,0,2121,515196,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455452,41,0,2121,516107,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455453,42,0,2121,516108,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455454,43,0,2121,515054,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455455,44,0,2121,516080,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455456,45,0,2121,516081,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455457,46,0,2121,516084,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455458,47,0,2121,515153,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455459,48,0,2121,516088,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455460,49,0,2121,516090,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455461,50,0,2121,515142,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455462,51,0,2121,515143,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455463,52,0,2121,516230,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455464,53,0,2121,516195,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455465,54,0,2121,516139,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455466,55,0,2121,516193,241,27,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457963,10,1,2524,516092,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457964,11,1,2524,516094,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457965,12,1,2524,516096,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457966,13,1,2524,516264,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457967,14,1,2524,518033,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457968,15,1,2524,518035,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457969,16,1,2524,518037,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457970,17,1,2524,518083,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457971,18,1,2524,518084,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457972,19,1,2524,518085,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457973,20,1,2524,502901,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457974,21,1,2524,502951,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457975,22,1,2524,501452,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457976,23,1,2524,501501,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457977,24,1,2524,501551,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457978,25,1,2524,500603,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457979,26,1,2524,502351,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457980,27,1,2524,512020,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457981,28,1,2524,512021,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457982,29,1,2524,512022,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457983,1,1,2524,512020,241,20,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457984,2,1,2524,512021,241,20,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457985,3,1,2524,512022,241,20,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457986,1,0,2524,512022,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457987,2,0,2524,512023,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457988,3,0,2524,502350,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457989,4,0,2524,500600,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457990,5,0,2524,500800,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457991,6,0,2524,500851,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457992,7,0,2524,500951,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457993,8,0,2524,501403,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457994,9,0,2524,502950,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457995,10,0,2524,502900,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457996,11,0,2524,518045,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457997,12,0,2524,518046,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457998,13,0,2524,518194,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457999,14,0,2524,518036,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458000,15,0,2524,518034,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458001,16,0,2524,516266,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458002,17,0,2524,516267,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458003,18,0,2524,516244,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458004,19,0,2524,516245,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458005,20,0,2524,516093,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458006,21,0,2524,516268,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458007,22,0,2524,516089,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458008,23,0,2524,515161,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458009,24,0,2524,516085,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458010,25,0,2524,515146,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458011,26,0,2524,515171,241,22,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458012,1,1,2524,515028,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458013,2,1,2524,516081,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458014,3,1,2524,516082,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458015,4,1,2524,515064,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458016,5,1,2524,515153,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458017,6,1,2524,516088,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458018,7,1,2524,516090,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458019,8,1,2524,516092,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458020,9,1,2524,516094,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458021,10,1,2524,516096,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458022,11,1,2524,516264,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458023,12,1,2524,518033,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458024,13,1,2524,518035,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458025,14,1,2524,518037,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458026,15,1,2524,518083,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458027,16,1,2524,518084,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458028,17,1,2524,518085,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458029,18,1,2524,502901,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458030,19,1,2524,502951,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458031,20,1,2524,501452,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458032,21,1,2524,501501,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458033,22,1,2524,501551,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458034,23,1,2524,500603,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458035,24,1,2524,502351,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458036,25,1,2524,512020,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458037,26,1,2524,512021,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458038,27,1,2524,512022,241,24,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458039,1,1,2801,519281,241,2,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458040,2,1,2801,519050,241,2,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458041,3,1,2801,519119,241,2,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458042,4,1,2801,519120,241,2,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
